handle,title,Body (HTML),vendor,Type,Tags,Published,sku,Variant Barcode,Image Src,Author,YearLevel
Team Reads Foundation Pack,Team Reads Foundation Pack,"<BR><FONT size=4>A sports-focussed, levelled literacy series that engages even the most reluctant readers.</FONT><BR><BR>Through a mix of imaginative, informative and persuasive types of texts, <B><I>Team Reads</I></B> features seven popular team sports: cricket, soccer, rugby union, rugby league, netball, basketball and Australian rules football.<BR><BR>High-interest content and visuals draw students into the text and encourage readers of all abilities to develop their literacy skills.<BR><BR>The resources can be used for modelled, shared or guided reading and complement existing literacy programs. The books are also ideal to be used as take-home readers, with supporting reading notes for carers, allowing for a home-school connection.<BR><BR><B>This Foundation Pack includes:</B> <UL type=disc><LI>6 copies of each of the 8 student book titles (RL 1-8)</LI></UL><BR><B>Listen to an audio sample below:</B><BR><A href=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/fdeec73ac58ed374ca2580ab001ad410/$FILE/TR03_Rugby_Soup-cut.mp3""><IMG border=0 alt=TR03_Rugby_Soup-cut.mp3 src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/fdeec73ac58ed374ca2580ab001ad410/MainDescriptionBody/0.554?OpenElement&FieldElemFormat=gif"" width=144 height=47></A><BR><BR><B>View sample pages of </B><B><I>Score!</I></B><B> below:</B><BR><A href=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/fdeec73ac58ed374ca2580ab001ad410/$FILE/37924_Score_txt_LR_Speads_Sample.pdf""><IMG border=0 alt=37924_Score_txt_LR_Speads_Sample.pdf src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/fdeec73ac58ed374ca2580ab001ad410/MainDescriptionBody/0.E44?OpenElement&FieldElemFormat=gif"" width=210 height=47></A><BR>",MEA,Shrinkwrapped Pack,"Primary,English,Team Reads",TRUE,9781420237641,9781420237641,,Various,"F"
Team Reads Introductory Pack,Team Reads Introductory Pack,"<BR><FONT size=4>A sports-focussed, levelled literacy series that engages even the most reluctant readers.</FONT><BR><BR>Through a mix of imaginative, informative and persuasive types of texts, <B><I>Team Reads</I></B> features seven popular team sports: cricket, soccer, rugby union, rugby league, netball, basketball and Australian rules football.<BR><BR>High-interest content and visuals draw students into the text and encourage readers of all abilities to develop their literacy skills.<BR><BR>The resources can be used for modelled, shared or guided reading and complement existing literacy programs. The books are also ideal to be used as take-home readers, with supporting reading notes for carers, allowing for a home-school connection.<BR><BR><B>This Introductory Pack includes:</B> <UL type=disc><LI>1 copy of each of the 32 student book titles (RL 1-30+)</LI></UL><BR><B>Listen to audio samples below:</B><BR><A href=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/d49a35e131e9b953ca2580ab001ac0a1/$FILE/TR13_Playing_For_The_Team.mp3""><IMG border=0 alt=TR13_Playing_For_The_Team.mp3 src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/d49a35e131e9b953ca2580ab001ac0a1/MainDescriptionBody/0.572?OpenElement&FieldElemFormat=gif"" width=177 height=47></A><A href=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/d49a35e131e9b953ca2580ab001ac0a1/$FILE/TR24_Soccer_Is_The_Best.mp3""><IMG border=0 alt=TR24_Soccer_Is_The_Best.mp3 src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/d49a35e131e9b953ca2580ab001ac0a1/MainDescriptionBody/0.EC0?OpenElement&FieldElemFormat=gif"" width=164 height=47></A><BR><BR><B>View sample pages of </B><B><I>Score! </I></B><B>below:</B><BR><A href=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/d49a35e131e9b953ca2580ab001ac0a1/$FILE/37924_Score_txt_LR_Speads_Sample.pdf""><IMG border=0 alt=37924_Score_txt_LR_Speads_Sample.pdf src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/d49a35e131e9b953ca2580ab001ac0a1/MainDescriptionBody/0.17F6?OpenElement&FieldElemFormat=gif"" width=210 height=47></A><BR>",MEA,Shrinkwrapped Pack,"Primary,English,Team Reads",TRUE,9781420237658,9781420237658,,Various,""F, K, 1, 2, 3, 4, 5, 6""
Team Reads Teacher Resource Book and Digital Resources Disc,Team Reads Teacher Resource Book and Digital Resources Disc,"<BR><FONT size=4>A sports-focussed, levelled literacy series that engages even the most reluctant readers.</FONT><BR><BR>Through a mix of imaginative, informative and persuasive types of texts, <B><I>Team Reads</I></B> features seven popular team sports: cricket, soccer, rugby union, rugby league, netball, basketball and Australian rules football.<BR><BR>High-interest content and visuals draw students into the text and encourage readers of all abilities to develop their literacy skills.<BR><BR>The resources can be used for modelled, shared or guided reading and complement existing literacy programs. The books are also ideal to be used as take-home readers, with supporting reading notes for carers, allowing for a home-school connection.<BR><BR>The Teacher Resource Book includes comprehensive support activities that focus on language features, comprehension and writing. A Scope and Sequence chart, curriculum correlations and assessment tools and activities are also provided.<BR><BR><B>The Digital Resources Disc offers:</B> <UL type=disc><LI>teacher notes and student activities to utilise the student texts, eBooks and audiobooks <LI>printable reproducibles <LI>PDF eBooks for each student book, compatible with IWBs, computers and tablets <LI>audiobooks for each student book, to develop listening skills.</LI></UL><BR>Disc includes a full site licence.<BR>",MEA,Book with CD,"Primary,English,Team Reads",TRUE,9781420237665,9781420237665,,Maureen Hyland,""F, K, 1, 2, 3, 4, 5, 6""
Team Reads Value Pack,Team Reads Value Pack,"<BR><FONT size=4>A sports-focussed, levelled literacy series that engages even the most reluctant readers.</FONT><BR><BR>Through a mix of imaginative, informative and persuasive types of texts, <B><I>Team Reads</I></B> features seven popular team sports: cricket, soccer, rugby union, rugby league, netball, basketball and Australian rules football.<BR><BR>High-interest content and visuals draw students into the text and encourage readers of all abilities to develop their literacy skills.<BR><BR>The resources can be used for modelled, shared or guided reading and complement existing literacy programs. The books are also ideal to be used as take-home readers, with supporting reading notes for carers, allowing for a home-school connection.<BR><BR>The Teacher Resource Book includes comprehensive support activities that focus on language features, comprehension and writing. A Scope and Sequence chart, curriculum correlations and assessment tools and activities are also provided.<BR><BR><B>The Digital Resources Disc offers:</B> <UL type=disc><LI>teacher notes and student activities to utilise the student texts, eBooks and audiobooks <LI>printable reproducibles <LI>PDF eBooks for each student book, compatible with IWBs, computers and tablets <LI>audiobooks for each student book, to develop listening skills.</LI></UL><BR>Disc includes a full site licence.<BR><BR><B>This Value Pack includes:</B> <UL type=disc><LI>6 copies of each of the 32 student book titles (RL1-30+) <LI>Teacher Resource Book and Digital Resources Disc.</LI></UL><BR><B>Listen to audio samples below:</B><BR><A href=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/c9c0a77abb0cc49cca2580b20017f2c5/$FILE/TR13_Playing_For_The_Team.mp3""><IMG border=0 alt=TR13_Playing_For_The_Team.mp3 src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/c9c0a77abb0cc49cca2580b20017f2c5/MainDescriptionBody/0.85A?OpenElement&FieldElemFormat=gif"" width=177 height=47></A><A href=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/c9c0a77abb0cc49cca2580b20017f2c5/$FILE/TR24_Soccer_Is_The_Best.mp3""><IMG border=0 alt=TR24_Soccer_Is_The_Best.mp3 src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/c9c0a77abb0cc49cca2580b20017f2c5/MainDescriptionBody/0.11A8?OpenElement&FieldElemFormat=gif"" width=164 height=47></A><BR><BR><B>View sample pages of </B><B><I>Score!</I></B><B> below:</B><BR><A href=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/c9c0a77abb0cc49cca2580b20017f2c5/$FILE/37924_Score_txt_LR_Speads_Sample.pdf""><IMG border=0 alt=37924_Score_txt_LR_Speads_Sample.pdf src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/c9c0a77abb0cc49cca2580b20017f2c5/MainDescriptionBody/0.1ADE?OpenElement&FieldElemFormat=gif"" width=210 height=47></A><BR>",MEA,Mixed Media Pack,"Primary,English,Team Reads",TRUE,9993401701663,9993401701663,,Various ,""F, K, 1, 2, 3, 4, 5, 6""
Primary School Chinese Book 1,Primary School Chinese Book 1,"<BR><B><I><FONT color=#212100 size=4>Full colour workbooks + CDs for beginner Chinese learners.</FONT></I></B><BR><B><I><FONT color=#212100></FONT></I></B><UL type=disc><LI><FONT color=#212100>3 book series to help young students learn Mandarin Chinese</FONT> <LI><FONT color=#212100>fun, clear and colourful designs</FONT> <LI><FONT color=#212100>each chapter contains a certificate and stickers</FONT> <LI><FONT color=#212100>textbook accompanied by full audio CD</FONT> <LI><FONT color=#212100>free access to an interactive e-portal, with online flash games at </FONT><A href=""http://www.primaryschoolchinese.com/""><B>www.primaryschoolchinese.com</B></A><B><FONT color=#212100>.</FONT></B></LI></UL><BR><FONT color=#212100>The online site also provides support for teachers including an e-copy of the book for IWBs, FAQ videos and more.</FONT><BR><BR><BR><BR><BR><BR><BR>",Dragons in Europe,Paperback,"Primary,Languages,Primary School Chinese",TRUE,9780956052605,9780956052605,,Marcus Reoch ,""3, 4, 5, 6""
Primary School Chinese Book 2,Primary School Chinese Book 2,"<BR><B><I><FONT color=#212100 size=4>Full colour workbooks + CDs for beginner Chinese learners.</FONT></I></B><BR><B><I><FONT color=#212100></FONT></I></B><UL type=disc><LI><FONT color=#212100>3 book series to help young students learn Mandarin Chinese</FONT> <LI><FONT color=#212100>fun, clear and colourful designs</FONT> <LI><FONT color=#212100>each chapter contains a certificate and stickers</FONT> <LI><FONT color=#212100>textbook accompanied by full audio CD</FONT> <LI><FONT color=#212100>free access to an interactive e-portal, with online flash games at </FONT><A href=""http://www.primaryschoolchinese.com/""><B>www.primaryschoolchinese.com</B></A><B><FONT color=#212100>.</FONT></B></LI></UL><BR><FONT color=#212100>The online site also provides support for teachers including an e-copy of the book for IWBs, FAQ videos and more.</FONT><BR><BR><BR><BR><BR><BR>",Dragons in Europe,Paperback,"Primary,Languages,Primary School Chinese",TRUE,9780956052612,9780956052612,,Marcus Reoch ,""3, 4, 5, 6""
Primary School Chinese Book 3,Primary School Chinese Book 3,"<BR><B><I><FONT color=#212100 size=4>Full colour workbooks + CDs for beginner Chinese learners.</FONT></I></B><BR><B><I><FONT color=#212100></FONT></I></B><UL type=disc><LI><FONT color=#212100>3 book series to help young students learn Mandarin Chinese</FONT> <LI><FONT color=#212100>fun, clear and colourful designs</FONT> <LI><FONT color=#212100>each chapter contains a certificate and stickers</FONT> <LI><FONT color=#212100>textbook accompanied by full audio CD</FONT> <LI><FONT color=#212100>free access to an interactive e-portal, with online flash games at </FONT><A href=""http://www.primaryschoolchinese.com/""><B>www.primaryschoolchinese.com</B></A><B><FONT color=#212100>.</FONT></B></LI></UL><BR><FONT color=#212100>The online site also provides support for teachers including an e-copy of the book for IWBs, FAQ videos and more.</FONT><BR><BR><BR><BR>",Dragons in Europe,Paperback,"Primary,Languages,Primary School Chinese",TRUE,9780956052629,9780956052629,,Marcus Reoch ,""3, 4, 5, 6""
Switched on ICT 1,Switched on ICT 1,"<BR><B><I><FONT size=4>Developing ICT skills across the curriculu</FONT></I></B><B><I><FONT size=4>m</FONT></I></B><BR><FONT color=#ffffff>m</FONT><BR><A href=""http://www.macmillan.com.au/mea/html/ICT-flip_presentation/"">Click here for a presentation about Switched on ICT.</A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY""><FONT color=#ffffff>nnnn</FONT></A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY"">Watch a video about Switched on ICT.</A><BR><FONT color=#ffffff>nnnn</FONT><BR><A href=""http://www.macmillan.com.au/primary31/newsite/articleIDs/BB536099B992377CCA257A1B00083F50?open&template=domPrimary"">Download curriculum links</A><BR><BR><FONT color=#212100>With software demos, posters, teacher s support, assessment guidance and step-by-step instructions for running each activity you can now conduct inspiring ICT lessons integrated across the curriculum. </FONT><BR><BR><FONT color=#212100>Students can develop ICT skills such as blogging, wiki creation and animation in meaningful and relevant contexts. </FONT><BR><BR><FONT color=#212100>The end results can be published, presented and broadcast to the class, school or family. </FONT><B><FONT color=#212100>Switched on ICT </FONT></B><FONT color=#212100>uses software that is free or at hand in most schools so is simple and cost effective to use. </FONT><BR><BR>Tasks covered in this pack for lower primary: <UL type=circle><LI>Creating e-cards <LI>Programming toys <LI>Recording talking books <LI>Activity graphs (data collection and presentation) <LI>Filming recipes <LI>Simulation activities</LI></UL><BR><FONT color=#ff0000>The pack includes:</FONT><BR><B>Teacher s Book</B><BR>The clear and easy-to-follow book includes:<BR>  six cross-curricula units<BR>  detailed preparation advice<BR>  step-by-step support<BR>  extension ideas and assessment guidelines.<BR><BR><B>Pupil Task Cards</B><BR>A laminated poster for every unit - 6 in total. <BR>These:<BR>  brief students on each unit<BR>  engage students in the activities<BR>  offer tips and provide self-assessment prompts.<BR><BR><B>A fully networkable CD provides:</B><BR>  interactive PDFs of the Teacher Book content<BR>  editable versions of the Pupil Task Posters<BR>  a resource bank of sound effects, photos and artwork<BR>  Software in 60 seconds   onscreen demos<BR>  storyboard, sticker and certificate templ<FONT face=Arial>ates</FONT><BR>  eSafety guidance.<BR>",MEA,Box,"Primary,Technologies,Switched on ICT",TRUE,9781420297454,9781420297454,,,"1"
Switched on ICT 2,Switched on ICT 2,"<BR><B><I><FONT size=4>Developing ICT skills across the curriculum</FONT></I></B><BR><BR><A href=""http://www.macmillan.com.au/mea/html/ICT-flip_presentation/"">Click here for a presentation about Switched on ICT.</A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY""><FONT color=#ffffff>nnnn</FONT></A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY"">Watch a video about Switched on ICT.</A><BR><FONT color=#ffffff>nnnn</FONT><BR><A href=""http://www.macmillan.com.au/primary31/newsite/articleIDs/BB536099B992377CCA257A1B00083F50?open&template=domPrimary"">Download curriculum links</A><BR><BR><BR>With software demos, posters, teacher s support, assessment guidance and step-by-step instructions for running each activity you can now conduct inspiring ICT lessons integrated across the curriculum. <BR><BR>Students can develop ICT skills such as blogging, wiki creation and animation in meaningful and relevant contexts. <BR><BR>The end results can be published, presented and broadcast to the class, school or family. <B>Switched on ICT </B>uses software that is free or at hand in most schools so is simple and cost effective to use. <BR><BR>Tasks covered in this pack for lower primary: <UL type=circle><LI>Communicating (text, email) <LI>Illustrating eBooks <LI>Publishing a newsletter <LI>Animating history(photography, video, animation) <LI>Programming on screen <LI>Collecting and presenting data.</LI></UL><BR><FONT color=#2f2f2f>The pack includes:</FONT><BR><FONT color=#e10000>Teacher s Book</FONT><BR>The clear and easy-to-follow book includes:<BR><FONT color=#2f2f2f>  six cross-curricula units</FONT><BR><FONT color=#2f2f2f>  detailed preparation advice</FONT><BR><FONT color=#2f2f2f>  step-by-step support</FONT><BR><FONT color=#2f2f2f>  extension ideas and assessment guidelines.</FONT><BR><BR><FONT color=#e10000>Pupil Task Posters</FONT><BR><FONT color=#212100>A laminated poster for every unit - 6 in total. </FONT><BR>These:<BR><FONT color=#2f2f2f>  brief students on each unit</FONT><BR><FONT color=#2f2f2f>  engage students in the activities</FONT><BR><FONT color=#2f2f2f>  offer tips and provide self-assessment prompts.</FONT><BR><BR><FONT color=#e10000>A fully networkable CD provides:</FONT><BR><FONT color=#2f2f2f>  interactive PDFs of the Teacher Book content</FONT><BR><FONT color=#2f2f2f>  editable versions of the Pupil Task Posters</FONT><BR><FONT color=#2f2f2f>  a resource bank of sound effects, photos and artwork</FONT><BR><FONT color=#2f2f2f>  </FONT><I><FONT color=#2f2f2f>Software in 60 seconds</FONT></I><FONT color=#2f2f2f>   onscreen demos</FONT><BR><FONT color=#2f2f2f>  storyboard, sticker and certificate templates</FONT><BR><FONT color=#2f2f2f>  eSafety guidance.</FONT><BR>",MEA,Box,"Primary,Technologies,Switched on ICT",TRUE,9781420297461,9781420297461,,,"2"
Switched on ICT 3,Switched on ICT 3,"<BR><B><I><FONT size=4>Developing ICT skills across the curriculum</FONT></I></B><BR><FONT color=#ffffff>nnnn</FONT><BR><A href=""http://www.macmillan.com.au/mea/html/ICT-flip_presentation/"">Click here for a presentation about Switched on ICT.</A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY""><FONT color=#ffffff>nnnn</FONT></A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY"">Watch a video about Switched on ICT.</A><BR><FONT color=#ffffff>nnnn</FONT><BR><A href=""http://www.macmillan.com.au/primary31/newsite/articleIDs/BB536099B992377CCA257A1B00083F50?open&template=domPrimary"">Download curriculum links</A><BR><BR>With software demos, pupil task cards, teacher s support, assessment guidance and step-by-step instructions for running each activity you can now conduct inspiring ICT lessons integrated across the curriculum. <BR><BR>Students can develop ICT skills such as blogging, wiki creation and animation in meaningful and relevant contexts. <BR><BR>The end results can be published, presented and broadcast to the class, school or family. <B>Switched on ICT </B>uses software that is free or at hand in most schools so is simple and cost effective to use. <BR><BR><B>Tasks covered in this pack for middle primary:</B><BR>Researching a topic online<BR>Creating a comic strip<BR>Creating a cartoon<BR>Opinion polling<BR>Communicating (email, forums, data chats)<BR>Videoing performance<BR><BR><FONT color=#2f2f2f>The pack includes:</FONT><BR><FONT color=#e10000>Teacher s Book</FONT><BR>The clear and easy-to-follow book includes:<BR><FONT color=#2f2f2f>  six cross-curricula units</FONT><BR><FONT color=#2f2f2f>  detailed preparation advice</FONT><BR><FONT color=#2f2f2f>  step-by-step support</FONT><BR><FONT color=#2f2f2f>  extension ideas and assessment guidelines.</FONT><BR><BR><FONT color=#e10000>Pupil Task Cards</FONT><BR><FONT color=#212100>6 laminated cards for every unit - 36 in total. </FONT><BR>These:<BR><FONT color=#2f2f2f>  brief students on each unit</FONT><BR><FONT color=#2f2f2f>  engage students in the activities</FONT><BR><FONT color=#2f2f2f>  offer tips and provide self-assessment prompts.</FONT><BR><BR><FONT color=#e10000>A fully networkable CD provides:</FONT><BR><FONT color=#2f2f2f>  interactive PDFs of the Teacher Book content</FONT><BR><FONT color=#2f2f2f>  editable versions of the Pupil Task Cards</FONT><BR><FONT color=#2f2f2f>  a resource bank of sound effects, photos and artwork</FONT><BR><FONT color=#2f2f2f>  </FONT><I><FONT color=#2f2f2f>Software in 60 seconds</FONT></I><FONT color=#2f2f2f>   onscreen demos</FONT><BR><FONT color=#2f2f2f>  storyboard, sticker and certificate templates</FONT><BR><FONT color=#2f2f2f>  eSafety guidance.</FONT><BR>",MEA,Box,"Primary,Technologies,Switched on ICT",TRUE,9781420297478,9781420297478,,,"3"
Switched on ICT 4,Switched on ICT 4,"<BR><B><I><FONT size=4>Developing ICT skills across the curriculum</FONT></I></B><BR><BR><A href=""http://www.macmillan.com.au/mea/html/ICT-flip_presentation/"">Click here for a presentation about Switched on ICT.</A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY""><FONT color=#ffffff>nnnn</FONT></A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY"">Watch a video about Switched on ICT.</A><BR><FONT color=#ffffff>nnnn</FONT><BR><A href=""http://www.macmillan.com.au/primary31/newsite/articleIDs/BB536099B992377CCA257A1B00083F50?open&template=domPrimary"">Download curriculum links</A><BR><BR><BR>With software demos, pupil task cards, teacher s support, assessment guidance and step-by-step instructions for running each activity you can now conduct inspiring ICT lessons integrated across the curriculum. <BR><BR><B>Download samples here.</B><BR><BR><MAP name=n7ADA.MainDescriptionBody.0.1D64><AREA id=HotspotRectangle61 href=""http://www.macmillan.com.au/mea/downloadpdfs/9781420297485.pdf"" shape=rect alt="""" coords=1,1,72,100></MAP><IMG border=0 src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/44e9f3681ccba573ca2579b500098756/MainDescriptionBody/0.6CC?OpenElement&FieldElemFormat=gif"" width=72 height=100 useMap=#n7ADA.MainDescriptionBody.0.1D64> <MAP name=n7ADA.MainDescriptionBody.0.3024><AREA id=HotspotRectangle62 href=""http://www.macmillan.com.au/mea/brochures/9781420297485.pdf"" shape=rect alt="""" coords=1,2,70,100></MAP><IMG border=0 src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/44e9f3681ccba573ca2579b500098756/MainDescriptionBody/0.1E70?OpenElement&FieldElemFormat=gif"" width=70 height=100 useMap=#n7ADA.MainDescriptionBody.0.3024><BR><BR>Students can develop ICT skills such as blogging, wiki creation and animation in meaningful and relevant contexts. <BR><BR>The end results can be published, presented and broadcast to the class, school or family. <B>Switched on ICT </B>uses software that is free or at hand in most schools so is simple and cost effective to use. <BR><BR>Tasks covered in this pack for middle primary: <UL type=circle><LI>Producing a wiki <LI>Presenting the weather (data logging, analysis, presentation, video) <LI>Producing digital music <LI>Databases/Surveying <LI>Fusing geometry and art <LI>Digital photography and video. </LI></UL><BR><FONT color=#2f2f2f>The pack includes:</FONT><BR><FONT color=#e10000>Teacher s Book</FONT><BR>The clear and easy-to-follow book includes:<BR><FONT color=#2f2f2f>  six cross-curricula units</FONT><BR><FONT color=#2f2f2f>  detailed preparation advice</FONT><BR><FONT color=#2f2f2f>  step-by-step support</FONT><BR><FONT color=#2f2f2f>  extension ideas and assessment guidelines.</FONT><BR><BR><FONT color=#e10000>Pupil Task Cards</FONT><BR><FONT color=#212100>6 laminated cards for every unit - 36 in total. </FONT><BR>These:<BR><FONT color=#2f2f2f>  brief students on each unit</FONT><BR><FONT color=#2f2f2f>  engage students in the activities</FONT><BR><FONT color=#2f2f2f>  offer tips and provide self-assessment prompts.</FONT><BR><BR><FONT color=#e10000>A fully networkable CD provides:</FONT><BR><FONT color=#2f2f2f>  interactive PDFs of the Teacher Book content</FONT><BR><FONT color=#2f2f2f>  editable versions of the Pupil Task Cards</FONT><BR><FONT color=#2f2f2f>  a resource bank of sound effects, photos and artwork</FONT><BR><FONT color=#2f2f2f>  </FONT><I><FONT color=#2f2f2f>Software in 60 seconds</FONT></I><FONT color=#2f2f2f>   onscreen demos</FONT><BR><FONT color=#2f2f2f>  storyboard, sticker and certificate templates</FONT><BR><FONT color=#2f2f2f>  eSafety guidance.</FONT><BR><BR>",MEA,Box,"Primary,Technologies,Switched on ICT",TRUE,9781420297485,9781420297485,,,"4"
Switched on ICT 5,Switched on ICT 5,"<BR><B><I><FONT size=4>Developing ICT skills across the curriculum</FONT></I></B><BR><FONT color=#ffffff>nnnn</FONT><BR><A href=""http://www.macmillan.com.au/mea/html/ICT-flip_presentation/"">Click here for a presentation about Switched on ICT.</A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY""><FONT color=#ffffff>nnnn</FONT></A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY"">Watch a video about Switched on ICT.</A><BR><FONT color=#ffffff>nnnn</FONT><BR><A href=""http://www.macmillan.com.au/primary31/newsite/articleIDs/BB536099B992377CCA257A1B00083F50?open&template=domPrimary"">Download curriculum links</A><BR><BR><BR>With software demos, pupil task cards, teacher s support, assessment guidance and step-by-step instructions for running each activity you can now conduct inspiring ICT lessons integrated across the curriculum. <BR><BR>Students can develop ICT skills such as blogging, wiki creation and animation in meaningful and relevant contexts. <BR><BR>The end results can be published, presented and broadcast to the class, school or family. <B>Switched on ICT </B>uses software that is free or at hand in most schools so is simple and cost effective to use. <BR><BR>Tasks covered in this pack <UL type=circle><LI>Digital Photography   including library management and editing <LI>Creating a virtual space <LI>Media reviews <LI>Creating an advert <LI>Analysing data <LI>Programming, spreadsheets, graphics.</LI></UL><BR><FONT color=#2f2f2f>The pack includes:</FONT><BR><FONT color=#e10000>Teacher s Book</FONT><BR>The clear and easy-to-follow book provides:<BR><FONT color=#2f2f2f>  six cross-curricula units</FONT><BR><FONT color=#2f2f2f>  detailed preparation advice</FONT><BR><FONT color=#2f2f2f>  step-by-step support</FONT><BR><FONT color=#2f2f2f>  extension ideas and assessment guidelines.</FONT><BR><BR><FONT color=#e10000>Pupil Task Cards</FONT><BR><FONT color=#212100>6 laminated cards for every unit - 36 in total. </FONT><BR>These:<BR><FONT color=#2f2f2f>  brief students on each unit</FONT><BR><FONT color=#2f2f2f>  engage students in the activities</FONT><BR><FONT color=#2f2f2f>  offer tips and provide self-assessment prompts.</FONT><BR><BR><FONT color=#e10000>A fully networkable CD provides:</FONT><BR><FONT color=#2f2f2f>  interactive PDFs of the Teacher Book content</FONT><BR><FONT color=#2f2f2f>  editable versions of the Pupil Task Cards</FONT><BR><FONT color=#2f2f2f>  a resource bank of sound effects, photos and artwork</FONT><BR><FONT color=#2f2f2f>  </FONT><I><FONT color=#2f2f2f>Software in 60 seconds</FONT></I><FONT color=#2f2f2f>   onscreen demos</FONT><BR><FONT color=#2f2f2f>  storyboard, sticker and certificate templates</FONT><BR><FONT color=#2f2f2f>  eSafety guidance.</FONT><BR>",MEA,Box,"Primary,Technologies,Switched on ICT",TRUE,9781420297492,9781420297492,,,"5"
Switched on ICT 6,Switched on ICT 6,"<BR><B><I><FONT size=4>Developing ICT skills across the curriculum</FONT></I></B><BR><FONT color=#ffffff>nnnn</FONT><BR><A href=""http://www.macmillan.com.au/mea/html/ICT-flip_presentation/"">Click here for a presentation about Switched on ICT.</A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY""><FONT color=#ffffff>nnnn</FONT></A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY"">Watch a video about Switched on ICT.</A><BR><FONT color=#ffffff>nnnn</FONT><BR><A href=""http://www.macmillan.com.au/primary31/newsite/articleIDs/BB536099B992377CCA257A1B00083F50?open&template=domPrimary"">Download curriculum links</A><BR><BR><BR>With software demos, pupil task cards, teacher s support, assessment guidance and step-by-step instructions for running each activity you can now conduct inspiring ICT lessons integrated across the curriculum. <BR><BR>Students can develop ICT skills such as blogging, wiki creation and animation in meaningful and relevant contexts. <BR><BR>The end results can be published, presented and broadcast to the class, school or family. <B>Switched on ICT </B>uses software that is free or at hand in most schools so is simple and cost effective to use. <BR><BR>Tasks covered in this pack for upper primary <UL type=circle><LI>Creating geotrails   photography, geolocation <LI>Fundraising   research, desk top publishing, graphics, data <LI>Programming an adventure game <LI>Modelling climate change <LI>Cyber safety research/media   including web design <LI>Creating a yearbook   image editing, desk top publishing.</LI></UL><BR><FONT color=#2f2f2f>The pack includes:</FONT><BR><FONT color=#e10000>Teacher s Book</FONT><BR>The clear and easy-to-follow book provides:<BR><FONT color=#2f2f2f>  six cross-curricula units</FONT><BR><FONT color=#2f2f2f>  detailed preparation advice</FONT><BR><FONT color=#2f2f2f>  step-by-step support</FONT><BR><FONT color=#2f2f2f>  extension ideas and assessment guidelines.</FONT><BR><BR><FONT color=#e10000>Pupil Task Cards</FONT><BR><FONT color=#212100>6 laminated cards for every unit - 36 in total. </FONT><BR>These:<BR><FONT color=#2f2f2f>  brief students on each unit</FONT><BR><FONT color=#2f2f2f>  engage students in the activities</FONT><BR><FONT color=#2f2f2f>  offer tips and provide self-assessment prompts.</FONT><BR><BR><FONT color=#e10000>A fully networkable CD provides:</FONT><BR><FONT color=#2f2f2f>  interactive PDFs of the Teacher Book content</FONT><BR><FONT color=#2f2f2f>  editable versions of the Pupil Task Cards</FONT><BR><FONT color=#2f2f2f>  a resource bank of sound effects, photos and artwork</FONT><BR><FONT color=#2f2f2f>  </FONT><I><FONT color=#2f2f2f>Software in 60 seconds</FONT></I><FONT color=#2f2f2f>   onscreen demos</FONT><BR><FONT color=#2f2f2f>  storyboard, sticker and certificate templates</FONT><BR><FONT color=#2f2f2f>  eSafety guidance.</FONT><BR>",MEA,Box,"Primary,Technologies,Switched on ICT",TRUE,9781420297508,9781420297508,,,"6"
